title,payment_amount,title,customer_name,rental_date,return_date,replacement_cost,first_name,staff_name,city,country,store_id,col,USA
AFFAIR PREJUDICE,5.99,AFFAIR PREJUDICE,JANICE WARD,2005-07-11 20:21:18.000,2005-07-19 15:56:18.000,26.99,Jon,JonStephens,Malm,Sweden,2,Above Avg,Other
GAMES BOWFINGER,7.99,GAMES BOWFINGER,NATALIE MEYER,2005-07-11 20:25:05.000,2005-07-21 00:35:05.000,17.99,Jon,JonStephens,Aparecida de Goinia,Brazil,2,Above Avg,Other
NONE SPIKING,2.99,NONE SPIKING,ARLENE HARVEY,2005-07-11 20:30:15.000,2005-07-16 21:30:15.000,18.99,Mike,MikeHillyer,Ambattur,India,1,Below Avg,Other
HARRY IDAHO,6.99,HARRY IDAHO,EDGAR RHOADS,2005-07-11 20:31:44.000,2005-07-18 17:16:44.000,18.99,Jon,JonStephens,Eskisehir,Turkey,2,Above Avg,Other
DRIFTER COMMANDMENTS,4.99,DRIFTER COMMANDMENTS,JACKIE LYNCH,2005-07-11 20:34:13.000,2005-07-13 19:49:13.000,18.99,Mike,MikeHillyer,Buenaventura,Colombia,1,Above Avg,Other
CITIZEN SHREK,3.99,CITIZEN SHREK,CHARLOTTE HUNTER,2005-07-11 20:48:56.000,2005-07-21 00:11:56.000,18.99,Mike,MikeHillyer,guas Lindas de Gois,Brazil,1,Below Avg,Other
PURE RUNNER,6.99,PURE RUNNER,JUNE CARROLL,2005-07-11 20:54:27.000,2005-07-18 23:46:27.000,25.99,Jon,JonStephens,Skikda,Algeria,2,Above Avg,Other
LUST LOCK,8.99,LUST LOCK,MAURICE CRAWLEY,2005-07-11 20:56:29.000,2005-07-20 01:50:29.000,28.99,Jon,JonStephens,Coatzacoalcos,Mexico,2,Above Avg,Other
MINE TITANS,4.99,MINE TITANS,VALERIE BLACK,2005-07-11 20:57:48.000,2005-07-12 22:40:48.000,12.99,Jon,JonStephens,Brockton,United States,2,Above Avg,USA
CHICKEN HELLFIGHTERS,0.99,CHICKEN HELLFIGHTERS,MATTIE HOFFMAN,2005-07-11 20:58:51.000,2005-07-12 15:06:51.000,24.99,Mike,MikeHillyer,London,United Kingdom,1,Below Avg,Other
WORKER TARZAN,2.99,WORKER TARZAN,ALFREDO MCADAMS,2005-07-11 21:03:12.000,2005-07-15 20:06:12.000,26.99,Jon,JonStephens,Serpuhov,Russian Federation,2,Below Avg,Other
GLEAMING JAWBREAKER,2.99,GLEAMING JAWBREAKER,MELISSA KING,2005-07-11 21:06:17.000,2005-07-16 02:51:17.000,25.99,Jon,JonStephens,Lungtan,Taiwan,2,Below Avg,Other
PHILADELPHIA WIFE,4.99,PHILADELPHIA WIFE,DENNIS GILMAN,2005-07-11 21:07:40.000,2005-07-16 15:11:40.000,16.99,Mike,MikeHillyer,Paarl,South Africa,1,Above Avg,Other
OPERATION OPERATION,2.99,OPERATION OPERATION,IAN STILL,2005-07-11 21:09:14.000,2005-07-14 18:26:14.000,23.99,Jon,JonStephens,Garland,United States,2,Below Avg,USA
UNTOUCHABLES SUNRISE,2.99,UNTOUCHABLES SUNRISE,SAMUEL MARLOW,2005-07-11 21:09:31.000,2005-07-13 23:08:31.000,11.99,Mike,MikeHillyer,Ranchi,India,1,Below Avg,Other
TRAMP OTHERS,5.99,TRAMP OTHERS,HENRY BILLINGSLEY,2005-07-11 21:13:19.000,2005-07-20 15:44:19.000,27.99,Mike,MikeHillyer,Nukualofa,Tonga,1,Above Avg,Other
TRACY CIDER,6.99,TRACY CIDER,ERIN DUNN,2005-07-11 21:14:48.000,2005-07-20 23:20:48.000,29.99,Jon,JonStephens,Ljubertsy,Russian Federation,2,Above Avg,Other
WRONG BEHAVIOR,2.99,WRONG BEHAVIOR,CASEY MENA,2005-07-11 21:17:40.000,2005-07-14 20:53:40.000,10.99,Mike,MikeHillyer,Tokat,Turkey,1,Below Avg,Other
SUSPECTS QUILLS,4.99,SUSPECTS QUILLS,BRANDON HUEY,2005-07-11 21:18:16.000,2005-07-17 00:21:16.000,22.99,Mike,MikeHillyer,Balikesir,Turkey,1,Above Avg,Other
FLAMINGOS CONNECTICUT,4.99,FLAMINGOS CONNECTICUT,KEITH RICO,2005-07-11 21:18:29.000,2005-07-15 01:05:29.000,28.99,Mike,MikeHillyer,Bratislava,Slovakia,1,Above Avg,Other
SLACKER LIAISONS,4.99,SLACKER LIAISONS,MARION OCAMPO,2005-07-11 21:19:01.000,2005-07-13 17:56:01.000,29.99,Jon,JonStephens,Weifang,China,2,Above Avg,Other
DOOM DANCING,0.99,DOOM DANCING,MATTIE HOFFMAN,2005-07-11 21:23:36.000,2005-07-13 22:23:36.000,13.99,Jon,JonStephens,London,United Kingdom,2,Below Avg,Other
FEUD FROGMEN,3.99,FEUD FROGMEN,EMILY DIAZ,2005-07-11 21:28:32.000,2005-07-20 02:51:32.000,29.99,Jon,JonStephens,Kimchon,South Korea,2,Below Avg,Other
VANISHING ROCKY,4.99,VANISHING ROCKY,JENNIE TERRY,2005-07-11 21:31:51.000,2005-07-16 23:10:51.000,21.99,Mike,MikeHillyer,Olomouc,Czech Republic,1,Above Avg,Other
CLUELESS BUCKET,2.99,CLUELESS BUCKET,JUDITH COX,2005-07-11 21:35:06.000,2005-07-15 02:30:06.000,13.99,Jon,JonStephens,Daxian,China,2,Below Avg,Other
DISCIPLE MOTHER,0.99,DISCIPLE MOTHER,WENDY HARRISON,2005-07-11 21:35:20.000,2005-07-13 23:22:20.000,17.99,Jon,JonStephens,Nezahualcyotl,Mexico,2,Below Avg,Other
BEAR GRACELAND,4.99,BEAR GRACELAND,VIOLA HANSON,2005-07-11 21:36:10.000,2005-07-17 15:50:10.000,20.99,Jon,JonStephens,Lapu-Lapu,Philippines,2,Above Avg,Other
HOLIDAY GAMES,4.99,HOLIDAY GAMES,SUSAN WILSON,2005-07-11 21:39:46.000,2005-07-18 02:12:46.000,10.99,Jon,JonStephens,Hamilton,New Zealand,2,Above Avg,Other
HANOVER GALAXY,4.99,HANOVER GALAXY,HILDA HOPKINS,2005-07-11 21:40:23.000,2005-07-13 23:16:23.000,21.99,Mike,MikeHillyer,Mandaluyong,Philippines,1,Above Avg,Other
TALENTED HOMICIDE,0.99,TALENTED HOMICIDE,KIM CRUZ,2005-07-11 21:41:16.000,2005-07-15 20:05:16.000,9.99,Mike,MikeHillyer,Grand Prairie,United States,1,Below Avg,USA
PRIDE ALAMO,0.99,PRIDE ALAMO,LUCILLE HOLMES,2005-07-11 21:45:23.000,2005-07-14 16:56:23.000,20.99,Mike,MikeHillyer,Soshanguve,South Africa,1,Below Avg,Other
CAMPUS REMEMBER,3.99,CAMPUS REMEMBER,BECKY MILES,2005-07-11 21:51:25.000,2005-07-17 03:38:25.000,27.99,Jon,JonStephens,Tambaram,India,2,Below Avg,Other
ROMAN PUNK,0.99,ROMAN PUNK,BERNICE WILLIS,2005-07-11 21:55:40.000,2005-07-17 20:42:40.000,28.99,Mike,MikeHillyer,Batman,Turkey,1,Below Avg,Other
MEET CHOCOLATE,4.99,MEET CHOCOLATE,PATRICK NEWSOM,2005-07-11 21:58:48.000,2005-07-16 16:18:48.000,26.99,Mike,MikeHillyer,Hanoi,Vietnam,1,Above Avg,Other
QUILLS BULL,6.99,QUILLS BULL,JOSHUA MARK,2005-07-11 21:58:53.000,2005-07-17 21:18:53.000,19.99,Jon,JonStephens,Rampur,India,2,Above Avg,Other
VACATION BOONDOCK,4.99,VACATION BOONDOCK,GLEN TALBERT,2005-07-11 22:06:53.000,2005-07-17 16:09:53.000,23.99,Mike,MikeHillyer,Acua,Mexico,1,Above Avg,Other
BUTTERFLY CHOCOLAT,2.99,BUTTERFLY CHOCOLAT,DONALD MAHON,2005-07-11 22:07:26.000,2005-07-16 22:39:26.000,17.99,Mike,MikeHillyer,Ezhou,China,1,Below Avg,Other
HANKY OCTOBER,6.99,HANKY OCTOBER,JUDY GRAY,2005-07-11 22:07:32.000,2005-07-20 16:57:32.000,26.99,Mike,MikeHillyer,Bchar,Algeria,1,Above Avg,Other
CHARIOTS CONSPIRACY,2.99,CHARIOTS CONSPIRACY,RENE MCALISTER,2005-07-11 22:14:57.000,2005-07-15 16:41:57.000,29.99,Jon,JonStephens,Garden Grove,United States,2,Below Avg,USA
GRAPES FURY,0.99,GRAPES FURY,ERNEST STEPP,2005-07-11 22:15:56.000,2005-07-14 20:20:56.000,20.99,Jon,JonStephens,Huaian,China,2,Below Avg,Other
SCALAWAG DUCK,6.99,SCALAWAG DUCK,ADRIAN CLARY,2005-07-11 22:17:16.000,2005-07-19 23:50:16.000,13.99,Jon,JonStephens,Udine,Italy,2,Above Avg,Other
JUMANJI BLADE,3.99,JUMANJI BLADE,NAOMI JENNINGS,2005-07-11 22:18:20.000,2005-07-16 16:57:20.000,13.99,Jon,JonStephens,Karnal,India,2,Below Avg,Other
PERFECT GROOVE,2.99,PERFECT GROOVE,JANE BENNETT,2005-07-11 22:19:23.000,2005-07-15 20:10:23.000,17.99,Jon,JonStephens,Araatuba,Brazil,2,Below Avg,Other
GREEDY ROOTS,0.99,GREEDY ROOTS,GWENDOLYN MAY,2005-07-11 22:23:09.000,2005-07-15 23:02:09.000,14.99,Mike,MikeHillyer,Higashiosaka,Japan,1,Below Avg,Other
WATCH TRACY,0.99,WATCH TRACY,TIM CARY,2005-07-11 22:25:19.000,2005-07-16 04:24:19.000,12.99,Mike,MikeHillyer,Bijapur,India,1,Below Avg,Other
SPLENDOR PATTON,0.99,SPLENDOR PATTON,JOANN GARDNER,2005-07-11 22:28:12.000,2005-07-14 18:03:12.000,20.99,Mike,MikeHillyer,Tarsus,Turkey,1,Below Avg,Other
MASSACRE USUAL,7.99,MASSACRE USUAL,JULIE SANCHEZ,2005-07-11 22:29:15.000,2005-07-20 02:19:15.000,16.99,Jon,JonStephens,A Corua (La Corua),Spain,2,Above Avg,Other
PERFECT GROOVE,2.99,PERFECT GROOVE,GWENDOLYN MAY,2005-07-11 22:29:29.000,2005-07-18 00:50:29.000,17.99,Mike,MikeHillyer,Higashiosaka,Japan,1,Below Avg,Other
LIGHTS DEER,1.99,LIGHTS DEER,EDGAR RHOADS,2005-07-11 22:31:08.000,2005-07-19 17:19:08.000,21.99,Jon,JonStephens,Eskisehir,Turkey,2,Below Avg,Other
LONELY ELEPHANT,2.99,LONELY ELEPHANT,BECKY MILES,2005-07-11 22:34:02.000,2005-07-13 23:01:02.000,12.99,Mike,MikeHillyer,Tambaram,India,1,Below Avg,Other
FERRIS MOTHER,5.99,FERRIS MOTHER,RAMONA HALE,2005-07-11 22:34:49.000,2005-07-17 17:58:49.000,13.99,Jon,JonStephens,Patiala,India,2,Above Avg,Other
HUNTING MUSKETEERS,2.99,HUNTING MUSKETEERS,BOBBIE CRAIG,2005-07-11 22:39:05.000,2005-07-16 01:12:05.000,24.99,Mike,MikeHillyer,Valle de Santiago,Mexico,1,Below Avg,Other
REMEMBER DIARY,5.99,REMEMBER DIARY,FERNANDO CHURCHILL,2005-07-11 22:43:44.000,2005-07-19 03:58:44.000,15.99,Jon,JonStephens,Tonghae,South Korea,2,Above Avg,Other
FIDDLER LOST,4.99,FIDDLER LOST,VIRGINIA GREEN,2005-07-11 22:44:34.000,2005-07-12 22:18:34.000,20.99,Jon,JonStephens,Toulouse,France,2,Above Avg,Other
MASSAGE IMAGE,3.99,MASSAGE IMAGE,JANICE WARD,2005-07-11 22:46:10.000,2005-07-16 04:02:10.000,11.99,Mike,MikeHillyer,Malm,Sweden,1,Below Avg,Other
DETECTIVE VISION,0.99,DETECTIVE VISION,NELLIE GARRETT,2005-07-11 22:46:25.000,2005-07-13 22:15:25.000,16.99,Mike,MikeHillyer,Shimoga,India,1,Below Avg,Other
DURHAM PANKY,4.99,DURHAM PANKY,KARL SEAL,2005-07-11 22:49:50.000,2005-07-14 18:29:50.000,14.99,Jon,JonStephens,Cape Coral,United States,2,Above Avg,USA
SUPERFLY TRIP,2.99,SUPERFLY TRIP,KEITH RICO,2005-07-11 22:53:12.000,2005-07-18 23:02:12.000,27.99,Jon,JonStephens,Bratislava,Slovakia,2,Below Avg,Other
WESTWARD SEABISCUIT,2.99,WESTWARD SEABISCUIT,SEAN DOUGLASS,2005-07-11 22:55:27.000,2005-07-20 04:50:27.000,11.99,Jon,JonStephens,Addis Abeba,Ethiopia,2,Below Avg,Other
COMFORTS RUSH,9.99,COMFORTS RUSH,EVA RAMOS,2005-07-11 23:02:19.000,2005-07-21 00:30:19.000,19.99,Mike,MikeHillyer,Clarksville,United States,1,Above Avg,USA
HOUSE DYNAMITE,3.99,HOUSE DYNAMITE,JUAN FRALEY,2005-07-11 23:03:02.000,2005-07-19 23:09:02.000,13.99,Jon,JonStephens,Teboksary,Russian Federation,2,Below Avg,Other
STEPMOM DREAM,4.99,STEPMOM DREAM,CLINTON BUFORD,2005-07-11 23:05:49.000,2005-07-13 00:13:49.000,9.99,Jon,JonStephens,Aurora,United States,2,Above Avg,USA
DRAGON SQUAD,4.99,DRAGON SQUAD,JORDAN ARCHULETA,2005-07-11 23:08:06.000,2005-07-19 19:57:06.000,26.99,Jon,JonStephens,Avellaneda,Argentina,2,Above Avg,Other
VOICE PEACH,2.99,VOICE PEACH,SHEILA WELLS,2005-07-11 23:10:50.000,2005-07-19 17:15:50.000,22.99,Mike,MikeHillyer,Ktahya,Turkey,1,Below Avg,Other
SPLASH GUMP,0.99,SPLASH GUMP,CHARLENE ALVAREZ,2005-07-11 23:19:21.000,2005-07-16 19:48:21.000,16.99,Mike,MikeHillyer,Zanzibar,Tanzania,1,Below Avg,Other
WHISPERER GIANT,6.99,WHISPERER GIANT,VICKIE BREWER,2005-07-11 23:26:11.000,2005-07-17 21:58:11.000,24.99,Jon,JonStephens,Halle/Saale,Germany,2,Above Avg,Other
CONNECTICUT TRAMP,7.99,CONNECTICUT TRAMP,BRETT CORNWELL,2005-07-11 23:26:13.000,2005-07-18 17:29:13.000,20.99,Mike,MikeHillyer,Siliguri (Shiliguri),India,1,Above Avg,Other
TRAP GUYS,9.99,TRAP GUYS,SARA PERRY,2005-07-11 23:27:52.000,2005-07-19 22:29:52.000,11.99,Jon,JonStephens,Atlixco,Mexico,2,Above Avg,Other
DIVINE RESURRECTION,2.99,DIVINE RESURRECTION,VERONICA STONE,2005-07-11 23:29:14.000,2005-07-13 20:20:14.000,19.99,Mike,MikeHillyer,Greensboro,United States,1,Below Avg,USA
PEACH INNOCENT,6.99,PEACH INNOCENT,MARILYN ROSS,2005-07-11 23:35:11.000,2005-07-18 20:00:11.000,20.99,Jon,JonStephens,Ife,Nigeria,2,Above Avg,Other
PIRATES ROXANNE,1.99,PIRATES ROXANNE,ROBERTA HARPER,2005-07-11 23:36:27.000,2005-07-16 18:42:27.000,20.99,Mike,MikeHillyer,Shahr-e Kord,Iran,1,Below Avg,Other
SLEEPLESS MONSOON,4.99,SLEEPLESS MONSOON,PAUL TROUT,2005-07-11 23:36:38.000,2005-07-13 03:23:38.000,12.99,Mike,MikeHillyer,Kursk,Russian Federation,1,Above Avg,Other
WHALE BIKINI,6.99,WHALE BIKINI,TERRI VASQUEZ,2005-07-11 23:38:49.000,2005-07-17 17:46:49.000,11.99,Jon,JonStephens,Blumenau,Brazil,2,Above Avg,Other
WISDOM WORKER,1.99,WISDOM WORKER,ZACHARY HITE,2005-07-11 23:45:25.000,2005-07-15 20:45:25.000,12.99,Jon,JonStephens,Akron,United States,2,Below Avg,USA
COLOR PHILADELPHIA,5.99,COLOR PHILADELPHIA,MARSHA DOUGLAS,2005-07-11 23:46:19.000,2005-07-20 22:12:19.000,19.99,Mike,MikeHillyer,Beira,Mozambique,1,Above Avg,Other
CUPBOARD SINNERS,6.99,CUPBOARD SINNERS,JESUS MCCARTNEY,2005-07-11 23:47:31.000,2005-07-19 18:16:31.000,29.99,Mike,MikeHillyer,Guaruj,Brazil,1,Above Avg,Other
PEACH INNOCENT,9.99,PEACH INNOCENT,WILLIE MARKHAM,2005-07-11 23:49:37.000,2005-07-21 00:53:37.000,20.99,Mike,MikeHillyer,Almirante Brown,Argentina,1,Above Avg,Other
MADNESS ATTACKS,0.99,MADNESS ATTACKS,WALTER PERRYMAN,2005-07-11 23:54:52.000,2005-07-13 18:37:52.000,14.99,Mike,MikeHillyer,Xinxiang,China,1,Below Avg,Other
CADDYSHACK JEDI,7.99,CADDYSHACK JEDI,CHARLIE BESS,2005-07-11 23:56:38.000,2005-07-21 05:22:38.000,17.99,Mike,MikeHillyer,Baiyin,China,1,Above Avg,Other
DISCIPLE MOTHER,0.99,DISCIPLE MOTHER,THELMA MURRAY,2005-07-11 23:57:34.000,2005-07-14 18:05:34.000,17.99,Jon,JonStephens,Lima,Peru,2,Below Avg,Other
VOYAGE LEGALLY,2.99,VOYAGE LEGALLY,BRITTANY RILEY,2005-07-12 00:01:51.000,2005-07-20 22:02:51.000,28.99,Jon,JonStephens,Sumy,Ukraine,2,Below Avg,Other
ANTHEM LUKE,8.99,ANTHEM LUKE,HAROLD MARTINO,2005-07-12 00:02:50.000,2005-07-21 02:08:50.000,16.99,Mike,MikeHillyer,Boa Vista,Brazil,1,Above Avg,Other
ARMAGEDDON LOST,0.99,ARMAGEDDON LOST,SHAWN HEATON,2005-07-12 00:03:34.000,2005-07-15 03:11:34.000,10.99,Mike,MikeHillyer,Nakhon Sawan,Thailand,1,Below Avg,Other
SAMURAI LION,5.99,SAMURAI LION,LLOYD DOWD,2005-07-12 00:03:57.000,2005-07-20 03:47:57.000,21.99,Mike,MikeHillyer,Tegal,Indonesia,1,Above Avg,Other
DAY UNFAITHFUL,9.99,DAY UNFAITHFUL,MAE FLETCHER,2005-07-12 00:09:41.000,2005-07-20 20:06:41.000,16.99,Mike,MikeHillyer,Donostia-San Sebastin,Spain,1,Above Avg,Other
FACTORY DRAGON,5.99,FACTORY DRAGON,PEGGY MYERS,2005-07-12 00:12:02.000,2005-07-21 04:25:02.000,9.99,Jon,JonStephens,Abha,Saudi Arabia,2,Above Avg,Other
FLIGHT LIES,5.99,FLIGHT LIES,CRYSTAL FORD,2005-07-12 00:14:25.000,2005-07-20 19:54:25.000,22.99,Jon,JonStephens,Ashdod,Israel,2,Above Avg,Other
HOMEWARD CIDER,0.99,HOMEWARD CIDER,IAN STILL,2005-07-12 00:16:19.000,2005-07-17 19:15:19.000,19.99,Mike,MikeHillyer,Garland,United States,1,Below Avg,USA
SOUP WISDOM,0.99,SOUP WISDOM,THELMA MURRAY,2005-07-12 00:18:42.000,2005-07-13 03:57:42.000,12.99,Jon,JonStephens,Lima,Peru,2,Below Avg,Other
WORST BANGER,2.99,WORST BANGER,TERRY GRISSOM,2005-07-12 00:20:29.000,2005-07-12 22:26:29.000,26.99,Mike,MikeHillyer,Matsue,Japan,1,Below Avg,Other
BOUND CHEAPER,0.99,BOUND CHEAPER,STACEY MONTGOMERY,2005-07-12 00:23:01.000,2005-07-17 22:45:01.000,17.99,Mike,MikeHillyer,Fuyu,China,1,Below Avg,Other
SALUTE APOLLO,2.99,SALUTE APOLLO,NATHAN RUNYON,2005-07-12 00:23:48.000,2005-07-13 00:54:48.000,29.99,Jon,JonStephens,Charlotte Amalie,"Virgin Islands, U.S.",2,Below Avg,Other
INTENTIONS EMPIRE,2.99,INTENTIONS EMPIRE,CASSANDRA WALTERS,2005-07-12 00:25:04.000,2005-07-13 04:52:04.000,13.99,Jon,JonStephens,Salinas,United States,2,Below Avg,USA
MADNESS ATTACKS,0.99,MADNESS ATTACKS,RAFAEL ABNEY,2005-07-12 00:27:08.000,2005-07-14 03:12:08.000,14.99,Mike,MikeHillyer,Talavera,Philippines,1,Below Avg,Other
ENCOUNTERS CURTAIN,0.99,ENCOUNTERS CURTAIN,RALPH MADRIGAL,2005-07-12 00:29:45.000,2005-07-15 19:37:45.000,20.99,Jon,JonStephens,Arecibo,Puerto Rico,2,Below Avg,Other
CUPBOARD SINNERS,2.99,CUPBOARD SINNERS,GAIL KNIGHT,2005-07-12 00:35:51.000,2005-07-16 04:50:51.000,29.99,Mike,MikeHillyer,Bern,Switzerland,1,Below Avg,Other
JEDI BENEATH,0.99,JEDI BENEATH,REGINA BERRY,2005-07-12 00:36:02.000,2005-07-18 05:53:02.000,12.99,Mike,MikeHillyer,Jinchang,China,1,Below Avg,Other
CAT CONEHEADS,4.99,CAT CONEHEADS,PHILLIP HOLM,2005-07-12 00:37:02.000,2005-07-17 22:05:02.000,14.99,Jon,JonStephens,Tama,Japan,2,Above Avg,Other
SHRUNK DIVINE,2.99,SHRUNK DIVINE,JORGE OLIVARES,2005-07-12 00:44:08.000,2005-07-14 20:39:08.000,14.99,Jon,JonStephens,Lhokseumawe,Indonesia,2,Below Avg,Other
SUIT WALLS,7.99,SUIT WALLS,MAURICE CRAWLEY,2005-07-12 00:45:17.000,2005-07-18 05:56:17.000,12.99,Jon,JonStephens,Coatzacoalcos,Mexico,2,Above Avg,Other
MOB DUFFEL,1.99,MOB DUFFEL,ERIN DUNN,2005-07-12 00:45:59.000,2005-07-17 00:34:59.000,25.99,Mike,MikeHillyer,Ljubertsy,Russian Federation,1,Below Avg,Other
WASH HEAVENLY,6.99,WASH HEAVENLY,EDITH MCDONALD,2005-07-12 00:48:58.000,2005-07-21 02:57:58.000,22.99,Mike,MikeHillyer,Gandhinagar,India,1,Above Avg,Other
LOCK REAR,2.99,LOCK REAR,AMY LOPEZ,2005-07-12 00:49:05.000,2005-07-13 01:54:05.000,10.99,Jon,JonStephens,Jhansi,India,2,Below Avg,Other
DESTINY SATURDAY,4.99,DESTINY SATURDAY,BOBBY BOUDREAU,2005-07-12 00:52:19.000,2005-07-16 21:30:19.000,20.99,Jon,JonStephens,South Hill,Anguilla,2,Above Avg,Other
AMISTAD MIDSUMMER,2.99,AMISTAD MIDSUMMER,CRAIG MORRELL,2005-07-12 00:57:31.000,2005-07-14 20:41:31.000,10.99,Mike,MikeHillyer,Cavite,Philippines,1,Below Avg,Other
MAIDEN HOME,4.99,MAIDEN HOME,ERICA MATTHEWS,2005-07-12 00:59:53.000,2005-07-14 19:17:53.000,9.99,Jon,JonStephens,Pingxiang,China,2,Above Avg,Other
TAXI KICK,0.99,TAXI KICK,THEODORE CULP,2005-07-12 01:00:12.000,2005-07-16 22:12:12.000,23.99,Mike,MikeHillyer,Uluberia,India,1,Below Avg,Other
UPTOWN YOUNG,2.99,UPTOWN YOUNG,OLGA JIMENEZ,2005-07-12 01:01:58.000,2005-07-16 02:42:58.000,16.99,Jon,JonStephens,Ogbomosho,Nigeria,2,Below Avg,Other
BASIC EASY,6.99,BASIC EASY,JESSE SCHILLING,2005-07-12 01:05:11.000,2005-07-20 23:26:11.000,18.99,Jon,JonStephens,Lubumbashi,"Congo, The Democratic Republic of the",2,Above Avg,Other
PACKER MADIGAN,0.99,PACKER MADIGAN,JUDITH COX,2005-07-12 01:06:35.000,2005-07-14 03:27:35.000,20.99,Mike,MikeHillyer,Daxian,China,1,Below Avg,Other
NATIONAL STORY,2.99,NATIONAL STORY,HAZEL WARREN,2005-07-12 01:08:52.000,2005-07-16 20:22:52.000,19.99,Mike,MikeHillyer,Hohhot,China,1,Below Avg,Other
TAXI KICK,0.99,TAXI KICK,FELIX GAFFNEY,2005-07-12 01:12:03.000,2005-07-15 23:48:03.000,23.99,Mike,MikeHillyer,Vilnius,Lithuania,1,Below Avg,Other
LOATHING LEGALLY,1.99,LOATHING LEGALLY,BILLY POULIN,2005-07-12 01:13:44.000,2005-07-17 04:51:44.000,29.99,Jon,JonStephens,Cabuyao,Philippines,2,Below Avg,Other
HALF OUTFIELD,3.99,HALF OUTFIELD,JUANITA MASON,2005-07-12 01:14:03.000,2005-07-19 21:12:03.000,25.99,Mike,MikeHillyer,Pune,India,1,Below Avg,Other
WORKING MICROCOSMOS,7.99,WORKING MICROCOSMOS,VINCENT RALSTON,2005-07-12 01:15:24.000,2005-07-19 05:11:24.000,22.99,Jon,JonStephens,Allende,Mexico,2,Above Avg,Other
OSCAR GOLD,2.99,OSCAR GOLD,CLARENCE GAMEZ,2005-07-12 01:16:11.000,2005-07-13 01:37:11.000,29.99,Mike,MikeHillyer,Izumisano,Japan,1,Below Avg,Other
PIRATES ROXANNE,4.99,PIRATES ROXANNE,WILLIAM SATTERFIELD,2005-07-12 01:16:40.000,2005-07-20 00:53:40.000,20.99,Mike,MikeHillyer,Sanaa,Yemen,1,Above Avg,Other
HYDE DOCTOR,5.99,HYDE DOCTOR,GERTRUDE CASTILLO,2005-07-12 01:17:11.000,2005-07-20 00:29:11.000,11.99,Jon,JonStephens,Nuuk,Greenland,2,Above Avg,Other
ROCKY WAR,4.99,ROCKY WAR,JACKIE LYNCH,2005-07-12 01:21:03.000,2005-07-14 04:05:03.000,17.99,Mike,MikeHillyer,Buenaventura,Colombia,1,Above Avg,Other
IDAHO LOVE,7.99,IDAHO LOVE,BILL GAVIN,2005-07-12 01:22:03.000,2005-07-20 04:37:03.000,25.99,Jon,JonStephens,Rockford,United States,2,Above Avg,USA
YENTL IDAHO,7.99,YENTL IDAHO,DARREN WINDHAM,2005-07-12 01:27:09.000,2005-07-20 00:37:09.000,11.99,Jon,JonStephens,Livorno,Italy,2,Above Avg,Other
STAGECOACH ARMAGEDDON,4.99,STAGECOACH ARMAGEDDON,JOANNE ROBERTSON,2005-07-12 01:29:27.000,2005-07-16 20:22:27.000,25.99,Jon,JonStephens,Urawa,Japan,2,Above Avg,Other
GOLDFINGER SENSIBILITY,0.99,GOLDFINGER SENSIBILITY,MARLENE WELCH,2005-07-12 01:29:41.000,2005-07-15 21:33:41.000,29.99,Jon,JonStephens,Iwaki,Japan,2,Below Avg,Other
JINGLE SAGEBRUSH,4.99,JINGLE SAGEBRUSH,JIMMY SCHRADER,2005-07-12 01:31:06.000,2005-07-13 05:26:06.000,29.99,Mike,MikeHillyer,Atinsk,Russian Federation,1,Above Avg,Other
SPICE SORORITY,4.99,SPICE SORORITY,IDA ANDREWS,2005-07-12 01:33:25.000,2005-07-15 20:26:25.000,22.99,Mike,MikeHillyer,Luzinia,Brazil,1,Above Avg,Other
CANDIDATE PERDITION,6.99,CANDIDATE PERDITION,EDUARDO HIATT,2005-07-12 01:35:40.000,2005-07-20 20:11:40.000,10.99,Mike,MikeHillyer,Jining,China,1,Above Avg,Other
BEVERLY OUTLAW,3.99,BEVERLY OUTLAW,CHRISTINE ROBERTS,2005-07-12 01:36:46.000,2005-07-16 07:24:46.000,21.99,Jon,JonStephens,Faaa,French Polynesia,2,Below Avg,Other
HURRICANE AFFAIR,2.99,HURRICANE AFFAIR,DENISE KELLY,2005-07-12 01:36:57.000,2005-07-17 21:22:57.000,11.99,Mike,MikeHillyer,Rio Claro,Brazil,1,Below Avg,Other
DECEIVER BETRAYED,0.99,DECEIVER BETRAYED,CYNTHIA YOUNG,2005-07-12 01:37:48.000,2005-07-12 20:21:48.000,22.99,Jon,JonStephens,Munger (Monghyr),India,2,Below Avg,Other
CONFUSED CANDLES,4.99,CONFUSED CANDLES,ANA BRADLEY,2005-07-12 01:38:42.000,2005-07-17 05:19:42.000,27.99,Jon,JonStephens,Memphis,United States,2,Above Avg,USA
MEMENTO ZOOLANDER,4.99,MEMENTO ZOOLANDER,VERNON CHAPA,2005-07-12 01:41:44.000,2005-07-15 20:48:44.000,11.99,Mike,MikeHillyer,Denizli,Turkey,1,Above Avg,Other
MEMENTO ZOOLANDER,9.99,MEMENTO ZOOLANDER,JIMMIE EGGLESTON,2005-07-12 01:49:00.000,2005-07-21 04:26:00.000,11.99,Mike,MikeHillyer,Wroclaw,Poland,1,Above Avg,Other
